559,133,34,13,sensitive_id
0,1,1,0,2
1,1,0,0,9
2,0,0,0,12
3,0,0,0,15
4,0,0,0,18
5,0,0,0,19
6,0,0,0,22
7,0,0,0,27
8,0,0,0,28
9,0,0,0,33
10,0,0,0,44
11,0,0,0,47
12,0,0,0,48
13,0,0,0,79
14,0,0,0,83
15,0,0,0,97
16,0,0,0,100
17,0,0,0,102
18,1,1,1,115
19,0,0,0,117
20,0,0,0,119
21,1,0,0,123
22,0,0,0,135
23,0,0,0,140
24,0,0,0,141
25,0,0,0,145
26,1,1,0,151
27,0,0,0,158
28,0,0,0,169
29,1,0,0,177
30,0,0,0,190
31,1,0,0,199
32,0,0,0,208
33,0,0,0,219
34,0,0,0,220
35,1,1,1,236
36,1,0,0,241
37,1,0,0,242
38,1,0,0,245
39,0,0,0,260
40,0,0,0,286
41,0,0,0,289
42,0,0,0,300
43,0,0,0,302
44,0,0,0,305
45,1,1,1,310
46,0,0,0,311
47,0,0,0,329
48,0,0,0,334
49,0,0,0,342
50,0,0,0,358
51,0,0,0,370
52,0,0,0,384
53,0,0,0,405
54,1,1,0,414
55,0,0,0,420
56,0,0,0,436
57,0,0,0,445
58,0,0,0,448
59,0,0,0,455
60,0,0,0,467
61,0,0,0,492
62,0,0,0,496
63,1,0,0,502
64,1,0,0,555
65,0,0,0,571
66,0,0,0,600
67,0,0,0,602
68,0,0,0,627
69,0,0,0,633
70,0,0,0,680
71,0,0,0,681
72,0,0,0,690
73,0,0,0,707
74,0,0,0,710
75,1,0,0,728
76,0,0,0,731
77,1,1,0,743
78,0,0,0,795
79,0,0,0,805
80,0,0,0,843
81,0,0,0,845
82,0,0,0,856
83,0,0,0,876
84,0,0,0,882
85,0,0,0,889
86,0,0,0,898
87,0,0,0,918
88,1,0,0,940
89,0,0,0,943
90,1,0,0,945
91,0,0,0,946
92,0,0,0,960
93,0,0,0,968
94,0,0,0,974
95,0,0,0,1012
96,0,0,0,1014
97,0,0,0,1015
98,0,0,0,1027
99,1,0,0,1031
100,0,0,0,1051
101,1,1,1,1052
102,0,0,0,1055
103,0,0,0,1060
104,0,0,0,1064
105,1,1,1,1085
106,1,0,0,1089
107,1,0,0,1122
108,1,0,0,1125
109,0,0,0,1131
110,0,0,0,1157
111,0,0,0,1160
112,0,0,0,1162
113,0,0,0,1169
114,1,0,0,1196
115,0,0,0,1201
116,1,0,0,1218
117,0,0,0,1219
118,0,0,0,1228
119,0,0,0,1237
120,0,0,0,1269
121,0,0,0,1312
122,0,0,0,1317
123,1,1,1,1328
124,0,0,0,1329
125,0,0,0,1330
126,0,0,0,1342
127,0,0,0,1397
128,0,0,0,1408
129,0,0,0,1411
130,1,0,0,1440
131,1,0,0,1500
132,0,0,0,1552
133,0,0,0,1590
134,1,1,0,1594
135,1,1,1,1597
136,1,1,0,1655
137,0,0,0,1664
138,0,0,0,1667
139,0,0,0,1715
140,0,0,0,1757
141,0,0,0,1761
142,0,0,0,1768
143,0,0,0,1776
144,0,0,0,1779
145,0,0,0,1791
146,1,0,0,1814
147,0,0,0,1836
148,0,0,0,1837
149,1,0,0,1840
150,0,0,0,1854
151,0,0,0,1860
152,0,0,0,1875
153,0,0,0,1876
154,1,1,1,1902
155,1,0,0,1920
156,0,0,0,1932
157,1,0,0,1946
158,0,0,0,1973
159,0,0,0,2018
160,0,0,0,2081
161,1,0,0,2130
162,1,0,0,2136
163,1,0,0,2162
164,0,0,0,2171
165,0,0,0,2178
166,1,0,0,2193
167,1,0,0,2206
168,0,0,0,2219
169,1,0,0,2294
170,0,0,0,2366
171,0,0,0,2369
172,0,0,0,2422
173,0,0,0,2424
174,1,0,0,2457
175,0,0,0,2501
176,0,0,0,2516
177,0,0,0,2593
178,1,0,0,2617
179,0,0,0,2638
180,0,0,0,2649
181,0,0,0,2650
182,0,0,0,2753
183,0,0,0,2815
184,0,0,0,2839
185,0,0,0,2874
186,1,0,0,2912
187,0,0,0,2994
188,0,0,0,2997
189,0,0,0,3003
190,0,0,0,3006
191,0,0,0,3047
192,0,0,0,3088
193,0,0,0,3107
194,0,0,0,3112
195,1,1,1,3121
196,0,0,0,3221
197,1,0,0,3266
198,0,0,0,3286
199,0,0,0,3312
200,1,0,0,3347
201,0,0,0,3366
202,0,0,0,3417
203,0,0,0,3418
204,1,0,0,3419
205,0,0,0,3451
206,1,0,0,3483
207,0,0,0,3504
208,1,0,0,3618
209,0,0,0,3653
210,0,0,0,3671
211,0,0,0,3681
212,0,0,0,3699
213,1,0,0,3705
214,0,0,0,3721
215,1,0,0,3738
216,0,0,0,3744
217,0,0,0,3746
218,0,0,0,3824
219,0,0,0,3854
220,0,0,0,3928
221,0,0,0,3959
222,0,0,0,4003
223,0,0,0,4012
224,1,1,0,4036
225,1,0,0,4062
226,0,0,0,4094
227,0,0,0,4104
228,0,0,0,4148
229,0,0,0,4195
230,0,0,0,4200
231,1,0,0,4234
232,0,0,0,4298
233,0,0,0,4326
234,1,0,0,4359
235,0,0,0,4500
236,0,0,0,4527
237,0,0,0,4569
238,0,0,0,4615
239,0,0,0,4756
240,0,0,0,4774
241,0,0,0,4790
242,0,0,0,4836
243,0,0,0,4839
244,0,0,0,4880
245,0,0,0,4910
246,0,0,0,4911
247,0,0,0,4928
248,1,0,0,4932
249,0,0,0,4982
250,0,0,0,5017
251,0,0,0,5094
252,0,0,0,5095
253,1,0,0,5193
254,0,0,0,5197
255,0,0,0,5225
256,0,0,0,5240
257,0,0,0,5243
258,0,0,0,5272
259,0,0,0,5296
260,0,0,0,5306
261,0,0,0,5389
262,1,1,1,5415
263,0,0,0,5426
264,0,0,0,5443
265,0,0,0,5498
266,0,0,0,5547
267,1,0,0,5551
268,1,1,1,5637
269,0,0,0,5664
270,0,0,0,5673
271,0,0,0,5686
272,0,0,0,5702
273,0,0,0,5725
274,1,0,0,5742
275,0,0,0,5743
276,0,0,0,5776
277,0,0,0,5777
278,0,0,0,5832
279,0,0,0,5880
280,0,0,0,5922
281,0,0,0,5927
282,0,0,0,6051
283,0,0,0,6082
284,0,0,0,6085
285,1,1,0,6100
286,0,0,0,6110
287,0,0,0,6112
288,0,0,0,6122
289,0,0,0,6129
290,0,0,0,6130
291,0,0,0,6229
292,0,0,0,6238
293,0,0,0,6248
294,1,1,1,6271
295,0,0,0,6303
296,1,1,0,6309
297,0,0,0,6370
298,1,1,0,6416
299,0,0,0,6504
300,1,0,0,6505
301,0,0,0,6531
302,1,0,0,6577
303,0,0,0,6583
304,0,0,0,6636
305,0,0,0,6661
306,0,0,0,6728
307,1,0,0,6782
308,1,0,0,6823
309,0,0,0,6882
310,0,0,0,6994
311,1,0,0,7000
312,0,0,0,7009
313,0,0,0,7023
314,0,0,0,7045
315,0,0,0,7072
316,0,0,0,7135
317,0,0,0,7177
318,0,0,0,7179
319,0,0,0,7190
320,1,0,0,7241
321,0,0,0,7373
322,1,0,0,7396
323,0,0,0,7397
324,0,0,0,7439
325,1,1,0,7454
326,0,0,0,7461
327,1,0,0,7531
328,1,0,0,7532
329,0,0,0,7701
330,0,0,0,7705
331,0,0,0,7720
332,0,0,0,7748
333,0,0,0,7806
334,0,0,0,7822
335,1,1,0,7850
336,1,0,0,7863
337,1,1,0,7950
338,0,0,0,7966
339,0,0,0,7989
340,1,0,0,8005
341,0,0,0,8009
342,0,0,0,8019
343,1,0,0,8075
344,0,0,0,8201
345,0,0,0,8224
346,0,0,0,8258
347,0,0,0,8261
348,0,0,0,8270
349,0,0,0,8287
350,0,0,0,8383
351,1,0,0,8405
352,0,0,0,8409
353,0,0,0,8425
354,0,0,0,8427
355,0,0,0,8513
356,0,0,0,8606
357,0,0,0,8698
358,0,0,0,8705
359,1,0,0,8718
360,0,0,0,8732
361,1,0,0,8783
362,0,0,0,8784
363,0,0,0,8785
364,0,0,0,8787
365,0,0,0,8813
366,0,0,0,8825
367,1,0,0,8842
368,0,0,0,8886
369,1,0,0,8916
370,1,1,0,8959
371,0,0,0,8967
372,1,0,0,8988
373,0,0,0,8995
374,0,0,0,9088
375,0,0,0,9127
376,1,0,0,9152
377,1,1,0,9165
378,1,0,0,9166
379,1,0,0,9184
380,1,1,0,9188
381,0,0,0,9267
382,0,0,0,9302
383,0,0,0,9350
384,1,0,0,9386
385,1,0,0,9414
386,0,0,0,9455
387,0,0,0,9492
388,0,0,0,9494
389,0,0,0,9506
390,1,0,0,9621
391,0,0,0,9631
392,1,0,0,9650
393,1,0,0,9748
394,0,0,0,9771
395,0,0,0,10061
396,0,0,0,10081
397,0,0,0,10187
398,0,0,0,10204
399,1,0,0,10258
400,0,0,0,10366
401,1,0,0,10430
402,0,0,0,10432
403,0,0,0,10454
404,0,0,0,10461
405,0,0,0,10500
406,1,1,0,10522
407,1,0,0,10557
408,0,0,0,10568
409,0,0,0,10627
410,0,0,0,10647
411,0,0,0,10671
412,0,0,0,10708
413,0,0,0,10731
414,0,0,0,10760
415,0,0,0,10783
416,1,0,0,10819
417,1,0,0,10824
418,0,0,0,10845
419,0,0,0,10908
420,0,0,0,10911
421,1,0,0,10949
422,0,0,0,10959
423,1,0,0,10977
424,1,0,0,11022
425,0,0,0,11050
426,0,0,0,11055
427,0,0,0,11083
428,0,0,0,11155
429,0,0,0,11179
430,0,0,0,11217
431,0,0,0,11282
432,1,0,0,11290
433,0,0,0,11343
434,0,0,0,11371
435,0,0,0,11481
436,0,0,0,11560
437,0,0,0,11711
438,1,0,0,11716
439,1,0,0,11724
440,0,0,0,11728
441,0,0,0,11738
442,0,0,0,11829
443,0,0,0,11976
444,0,0,0,11989
445,0,0,0,12053
446,0,0,0,12058
447,0,0,0,12094
448,0,0,0,12146
449,1,0,0,12218
450,0,0,0,12222
451,0,0,0,12240
452,0,0,0,12322
453,1,1,1,12331
454,0,0,0,12366
455,0,0,0,12382
456,0,0,0,12389
457,0,0,0,12472
458,0,0,0,12487
459,0,0,0,12489
460,0,0,0,12518
461,1,0,0,12599
462,0,0,0,12600
463,0,0,0,12609
464,1,1,0,12628
465,1,0,0,12698
466,0,0,0,12847
467,1,0,0,12898
468,0,0,0,12907
469,1,0,0,12916
470,0,0,0,12935
471,0,0,0,12964
472,0,0,0,13010
473,1,0,0,13014
474,0,0,0,13038
475,0,0,0,13047
476,0,0,0,13075
477,0,0,0,13138
478,0,0,0,13251
479,0,0,0,13298
480,0,0,0,13365
481,0,0,0,13484
482,0,0,0,13492
483,1,0,0,13580
484,1,1,0,13683
485,1,0,0,13749
486,0,0,0,13864
487,0,0,0,13874
488,0,0,0,13889
489,1,0,0,13940
490,0,0,0,14010
491,1,0,0,14119
